Year;Country;ISCED11;AVG_%
2012;Belgium   ;3-4                                                                       ;37,35
2012;Belgium   ;5-8                                                                       ;31,3
2012;Bulgaria  ;0-2                                                                       ;22,95
2012;Bulgaria  ;3-4                                                                       ;56,35
2012;Bulgaria  ;5-8                                                                       ;20,65
2012;Czechia   ;0-2                                                                       ;13,45
2012;Czechia   ;3-4                                                                       ;69,55
2012;Czechia   ;5-8                                                                       ;17,0
2012;Denmark   ;0-2                                                                       ;30,05
2012;Denmark   ;3-4                                                                       ;41,4
2012;Denmark   ;5-8                                                                       ;28,55
2012;Germany (u;0-2                                                                       ;17,9
2012;Germany (u;3-4                                                                       ;57,2
2012;Germany (u;5-8                                                                       ;24,9
2012;Estonia   ;0-2                                                                       ;16,85
2012;Estonia   ;3-4                                                                       ;51,2
2012;Estonia   ;5-8                                                                       ;31,95
2012;Ireland   ;0-2                                                                       ;28,25
2012;Ireland   ;3-4                                                                       ;36,1
2012;Ireland   ;5-8                                                                       ;35,65
2012;Greece    ;0-2                                                                       ;35,9
2012;Greece    ;3-4                                                                       ;41,25
2012;Greece    ;5-8                                                                       ;22,85
2012;Spain     ;0-2                                                                       ;46,4
2012;Spain     ;3-4                                                                       ;23,6
2012;Spain     ;5-8                                                                       ;30,0
2012;France    ;0-2                                                                       ;30,35
2012;France    ;3-4                                                                       ;41,9
2012;France    ;5-8                                                                       ;27,7
2012;Croatia   ;0-2                                                                       ;23,15
2012;Croatia   ;3-4                                                                       ;61,1
2012;Croatia   ;5-8                                                                       ;15,75
2012;Italy     ;0-2                                                                       ;44,25
2012;Italy     ;3-4                                                                       ;41,85
2012;Italy     ;5-8                                                                       ;13,85
2012;Cyprus    ;0-2                                                                       ;26,4
2012;Cyprus    ;3-4                                                                       ;38,75
2012;Cyprus    ;5-8                                                                       ;34,85
2012;Latvia    ;0-2                                                                       ;17,6
2012;Latvia    ;3-4                                                                       ;57,55
2012;Latvia    ;5-8                                                                       ;24,85
2012;Lithuania ;0-2                                                                       ;15,05
2012;Lithuania ;3-4                                                                       ;56,5
2012;Lithuania ;5-8                                                                       ;28,4
2012;Luxembourg;0-2                                                                       ;28,4
2012;Luxembourg;3-4                                                                       ;38,25
2012;Luxembourg;5-8                                                                       ;33,35
2012;Hungary   ;0-2                                                                       ;23,45
2012;Hungary   ;3-4                                                                       ;57,6
2012;Hungary   ;5-8                                                                       ;18,95
2012;Malta     ;0-2                                                                       ;56,9
2012;Malta     ;3-4                                                                       ;26,5
2012;Malta     ;5-8                                                                       ;16,55
2012;Netherland;0-2                                                                       ;30,75
2012;Netherland;3-4                                                                       ;40,65
2012;Netherland;5-8                                                                       ;28,6
2012;Austria   ;0-2                                                                       ;22,35
2012;Austria   ;3-4                                                                       ;60,75
2012;Austria   ;5-8                                                                       ;16,9
2012;Poland    ;0-2                                                                       ;16,7
2012;Poland    ;3-4                                                                       ;61,8
2012;Poland    ;5-8                                                                       ;21,45
2012;Portugal  ;0-2                                                                       ;61,7
2012;Portugal  ;3-4                                                                       ;21,65
2012;Portugal  ;5-8                                                                       ;16,7
2012;Romania   ;0-2                                                                       ;29,25
2012;Romania   ;3-4                                                                       ;57,25
2012;Romania   ;5-8                                                                       ;13,5
2012;Slovenia  ;0-2                                                                       ;19,1
2012;Slovenia  ;3-4                                                                       ;57,85
2012;Slovenia  ;5-8                                                                       ;23,1
2012;Slovakia  ;0-2                                                                       ;15,0
2012;Slovakia  ;3-4                                                                       ;68,05
2012;Slovakia  ;5-8                                                                       ;17,0
2012;Finland   ;0-2                                                                       ;21,8
2012;Finland   ;3-4                                                                       ;45,35
2012;Finland   ;5-8                                                                       ;32,85
2012;Sweden    ;0-2                                                                       ;23,8
2012;Sweden    ;3-4                                                                       ;46,0
2012;Sweden    ;5-8                                                                       ;30,15
2012;Switzerlan;0-2                                                                       ;20,45
2012;Switzerlan;3-4                                                                       ;49,55
2012;Switzerlan;5-8                                                                       ;30,05
2013;Belgium   ;0-2                                                                       ;30,4
2013;Belgium   ;3-4                                                                       ;38,1
2013;Belgium   ;5-8                                                                       ;31,55
2013;Bulgaria  ;0-2                                                                       ;22,1
2013;Bulgaria  ;3-4                                                                       ;55,7
2013;Bulgaria  ;5-8                                                                       ;22,2
2013;Czechia   ;0-2                                                                       ;12,9
2013;Czechia   ;3-4                                                                       ;68,95
2013;Czechia   ;5-8                                                                       ;18,15
2013;Denmark   ;0-2                                                                       ;29,85
2013;Denmark   ;3-4                                                                       ;41,15
2013;Denmark   ;5-8                                                                       ;29,0
2013;Germany (u;0-2                                                                       ;17,65
2013;Germany (u;3-4                                                                       ;57,1
2013;Germany (u;5-8                                                                       ;25,2
2013;Estonia   ;0-2                                                                       ;15,9
2013;Estonia   ;3-4                                                                       ;52,0
2013;Estonia   ;5-8                                                                       ;32,05
2013;Ireland   ;0-2                                                                       ;26,65
2013;Ireland   ;3-4                                                                       ;36,1
2013;Ireland   ;5-8                                                                       ;37,3
2013;Greece    ;0-2                                                                       ;34,55
2013;Greece    ;3-4                                                                       ;41,45
2013;Greece    ;5-8                                                                       ;24,05
2013;Spain     ;0-2                                                                       ;45,6
2013;Spain     ;3-4                                                                       ;23,45
2013;Spain     ;5-8                                                                       ;30,95
2013;France    ;0-2                                                                       ;28,0
2013;France    ;3-4                                                                       ;43,2
2013;France    ;5-8                                                                       ;28,85
2013;Croatia   ;0-2                                                                       ;22,4
2013;Croatia   ;3-4                                                                       ;60,55
2013;Croatia   ;5-8                                                                       ;17,05
2013;Italy     ;0-2                                                                       ;43,4
2013;Italy     ;3-4                                                                       ;42,15
2013;Italy     ;5-8                                                                       ;14,4
2013;Cyprus    ;0-2                                                                       ;25,45
2013;Cyprus    ;3-4                                                                       ;39,35
2013;Cyprus    ;5-8                                                                       ;35,2
2013;Latvia    ;0-2                                                                       ;16,75
2013;Latvia    ;3-4                                                                       ;56,55
2013;Latvia    ;5-8                                                                       ;26,7
2013;Lithuania ;0-2                                                                       ;14,45
2013;Lithuania ;3-4                                                                       ;55,95
2013;Lithuania ;5-8                                                                       ;29,6
2013;Luxembourg;0-2                                                                       ;26,2
2013;Luxembourg;3-4                                                                       ;38,6
2013;Luxembourg;5-8                                                                       ;35,2
2013;Hungary   ;0-2                                                                       ;22,75
2013;Hungary   ;3-4                                                                       ;57,85
2013;Hungary   ;5-8                                                                       ;19,45
2013;Malta     ;0-2                                                                       ;54,35
2013;Malta     ;3-4                                                                       ;27,75
2013;Malta     ;5-8                                                                       ;17,9
2013;Netherland;0-2                                                                       ;29,05
2013;Netherland;3-4                                                                       ;41,6
2013;Netherland;5-8                                                                       ;29,35
2013;Austria   ;0-2                                                                       ;22,15
2013;Austria   ;3-4                                                                       ;60,2
2013;Austria   ;5-8                                                                       ;17,65
2013;Poland    ;0-2                                                                       ;16,1
2013;Poland    ;3-4                                                                       ;61,3
2013;Poland    ;5-8                                                                       ;22,6
2013;Portugal  ;0-2                                                                       ;59,5
2013;Portugal  ;3-4                                                                       ;23,0
2013;Portugal  ;5-8                                                                       ;17,55
2013;Romania   ;0-2                                                                       ;28,9
2013;Romania   ;3-4                                                                       ;57,35
2013;Romania   ;5-8                                                                       ;13,8
2013;Slovenia  ;0-2                                                                       ;18,5
2013;Slovenia  ;3-4                                                                       ;57,0
2013;Slovenia  ;5-8                                                                       ;24,5
2013;Slovakia  ;0-2                                                                       ;14,75
2013;Slovakia  ;3-4                                                                       ;67,55
2013;Slovakia  ;5-8                                                                       ;17,75
2013;Finland   ;0-2                                                                       ;20,8
2013;Finland   ;3-4                                                                       ;45,6
2013;Finland   ;5-8                                                                       ;33,6
2013;Sweden    ;0-2                                                                       ;22,9
2013;Sweden    ;3-4                                                                       ;45,6
2013;Sweden    ;5-8                                                                       ;31,5
2013;Switzerlan;0-2                                                                       ;19,6
2013;Switzerlan;3-4                                                                       ;48,5
2013;Switzerlan;5-8                                                                       ;31,9
2014;Belgium   ;0-2                                                                       ;29,5
2014;Belgium   ;3-4                                                                       ;37,8
2014;Belgium   ;5-8                                                                       ;32,65
2014;Bulgaria  ;0-2                                                                       ;22,6
2014;Bulgaria  ;3-4                                                                       ;53,7
2014;Bulgaria  ;5-8                                                                       ;23,65
2014;Czechia   ;0-2                                                                       ;12,4
2014;Czechia   ;3-4                                                                       ;68,5
2014;Czechia   ;5-8                                                                       ;19,1
2014;Denmark   ;0-2                                                                       ;28,7
2014;Denmark   ;3-4                                                                       ;41,85
2014;Denmark   ;5-8                                                                       ;29,45
2014;Germany (u;0-2                                                                       ;19,7
2014;Germany (u;3-4                                                                       ;57,15
2014;Germany (u;5-8                                                                       ;23,2
2014;Estonia   ;0-2                                                                       ;17,75
2014;Estonia   ;3-4                                                                       ;49,75
2014;Estonia   ;5-8                                                                       ;32,5
2014;Ireland   ;0-2                                                                       ;23,95
2014;Ireland   ;3-4                                                                       ;38,1
2014;Ireland   ;5-8                                                                       ;37,9
2014;Greece    ;0-2                                                                       ;33,15
2014;Greece    ;3-4                                                                       ;42,25
2014;Greece    ;5-8                                                                       ;24,6
2014;Spain     ;0-2                                                                       ;44,45
2014;Spain     ;3-4                                                                       ;23,85
2014;Spain     ;5-8                                                                       ;31,65
2014;France    ;0-2                                                                       ;26,5
2014;France    ;3-4                                                                       ;43,8
2014;France    ;5-8                                                                       ;29,75
2014;Croatia   ;0-2                                                                       ;21,0
2014;Croatia   ;3-4                                                                       ;60,5
2014;Croatia   ;5-8                                                                       ;18,5
2014;Italy     ;0-2                                                                       ;42,35
2014;Italy     ;3-4                                                                       ;42,7
2014;Italy     ;5-8                                                                       ;14,95
2014;Cyprus    ;0-2                                                                       ;26,1
2014;Cyprus    ;3-4                                                                       ;37,7
2014;Cyprus    ;5-8                                                                       ;36,25
2014;Latvia    ;0-2                                                                       ;16,3
2014;Latvia    ;3-4                                                                       ;57,1
2014;Latvia    ;5-8                                                                       ;26,6
2014;Lithuania ;0-2                                                                       ;14,3
2014;Lithuania ;3-4                                                                       ;54,45
2014;Lithuania ;5-8                                                                       ;31,25
2014;Luxembourg;0-2                                                                       ;24,85
2014;Luxembourg;3-4                                                                       ;35,55
2014;Luxembourg;5-8                                                                       ;39,6
2014;Hungary   ;0-2                                                                       ;22,0
2014;Hungary   ;3-4                                                                       ;57,75
2014;Hungary   ;5-8                                                                       ;20,2
2014;Malta     ;0-2                                                                       ;52,2
2014;Malta     ;3-4                                                                       ;28,35
2014;Malta     ;5-8                                                                       ;19,4
2014;Netherland;0-2                                                                       ;28,85
2014;Netherland;3-4                                                                       ;41,4
2014;Netherland;5-8                                                                       ;29,7
2014;Austria   ;0-2                                                                       ;20,25
2014;Austria   ;3-4                                                                       ;52,4
2014;Austria   ;5-8                                                                       ;27,4
2014;Poland    ;0-2                                                                       ;15,55
2014;Poland    ;3-4                                                                       ;60,7
2014;Poland    ;5-8                                                                       ;23,8
2014;Portugal  ;0-2                                                                       ;56,45
2014;Portugal  ;3-4                                                                       ;23,95
2014;Portugal  ;5-8                                                                       ;19,55
2014;Romania   ;0-2                                                                       ;31,2
2014;Romania   ;3-4                                                                       ;54,6
2014;Romania   ;5-8                                                                       ;14,15
2014;Slovenia  ;0-2                                                                       ;18,45
2014;Slovenia  ;3-4                                                                       ;56,35
2014;Slovenia  ;5-8                                                                       ;25,2
2014;Slovakia  ;0-2                                                                       ;15,2
2014;Slovakia  ;3-4                                                                       ;66,65
2014;Slovakia  ;5-8                                                                       ;18,15
2014;Finland   ;0-2                                                                       ;20,1
2014;Finland   ;3-4                                                                       ;45,2
2014;Finland   ;5-8                                                                       ;34,7
2014;Sweden    ;0-2                                                                       ;22,15
2014;Sweden    ;3-4                                                                       ;44,95
2014;Sweden    ;5-8                                                                       ;32,9
2014;Switzerlan;0-2                                                                       ;18,75
2014;Switzerlan;3-4                                                                       ;48,35
2014;Switzerlan;5-8                                                                       ;32,9
2015;Belgium   ;0-2                                                                       ;28,65
2015;Belgium   ;3-4                                                                       ;38,7
2015;Belgium   ;5-8                                                                       ;32,65
2015;Bulgaria  ;0-2                                                                       ;22,2
2015;Bulgaria  ;3-4                                                                       ;53,65
2015;Bulgaria  ;5-8                                                                       ;24,15
2015;Czechia   ;0-2                                                                       ;12,45
2015;Czechia   ;3-4                                                                       ;67,75
2015;Czechia   ;5-8                                                                       ;19,8
2015;Denmark   ;0-2                                                                       ;27,9
2015;Denmark   ;3-4                                                                       ;41,85
2015;Denmark   ;5-8                                                                       ;30,25
2015;Germany (u;0-2                                                                       ;19,85
2015;Germany (u;3-4                                                                       ;56,4
2015;Germany (u;5-8                                                                       ;23,75
2015;Estonia   ;0-2                                                                       ;17,3
2015;Estonia   ;3-4                                                                       ;49,55
2015;Estonia   ;5-8                                                                       ;33,2
2015;Ireland   ;0-2                                                                       ;23,5
2015;Ireland   ;3-4                                                                       ;37,55
2015;Ireland   ;5-8                                                                       ;38,95
2015;Greece    ;0-2                                                                       ;31,55
2015;Greece    ;3-4                                                                       ;43,05
2015;Greece    ;5-8                                                                       ;25,45
2015;Spain     ;0-2                                                                       ;43,5
2015;Spain     ;3-4                                                                       ;24,4
2015;Spain     ;5-8                                                                       ;32,1
2015;France    ;0-2                                                                       ;25,9
2015;France    ;3-4                                                                       ;43,65
2015;France    ;5-8                                                                       ;30,4
2015;Croatia   ;0-2                                                                       ;20,4
2015;Croatia   ;3-4                                                                       ;59,9
2015;Croatia   ;5-8                                                                       ;19,65
2015;Italy     ;0-2                                                                       ;41,85
2015;Italy     ;3-4                                                                       ;42,65
2015;Italy     ;5-8                                                                       ;15,45
2015;Cyprus    ;0-2                                                                       ;25,6
2015;Cyprus    ;3-4                                                                       ;38,25
2015;Cyprus    ;5-8                                                                       ;36,25
2015;Latvia    ;0-2                                                                       ;15,7
2015;Latvia    ;3-4                                                                       ;56,5
2015;Latvia    ;5-8                                                                       ;27,85
2015;Lithuania ;0-2                                                                       ;13,85
2015;Lithuania ;3-4                                                                       ;53,15
2015;Lithuania ;5-8                                                                       ;33,0
2015;Luxembourg;0-2                                                                       ;30,3
2015;Luxembourg;3-4                                                                       ;34,5
2015;Luxembourg;5-8                                                                       ;35,25
2015;Hungary   ;0-2                                                                       ;21,9
2015;Hungary   ;3-4                                                                       ;57,2
2015;Hungary   ;5-8                                                                       ;20,95
2015;Malta     ;0-2                                                                       ;50,4
2015;Malta     ;3-4                                                                       ;29,7
2015;Malta     ;5-8                                                                       ;20,0
2015;Netherland;0-2                                                                       ;28,4
2015;Netherland;3-4                                                                       ;41,1
2015;Netherland;5-8                                                                       ;30,5
2015;Austria   ;0-2                                                                       ;19,55
2015;Austria   ;3-4                                                                       ;52,3
2015;Austria   ;5-8                                                                       ;28,15
2015;Poland    ;0-2                                                                       ;15,25
2015;Poland    ;3-4                                                                       ;60,3
2015;Poland    ;5-8                                                                       ;24,45
2015;Portugal  ;0-2                                                                       ;54,5
2015;Portugal  ;3-4                                                                       ;24,9
2015;Portugal  ;5-8                                                                       ;20,6
2015;Romania   ;0-2                                                                       ;29,4
2015;Romania   ;3-4                                                                       ;55,55
2015;Romania   ;5-8                                                                       ;15,0
2015;Slovenia  ;0-2                                                                       ;17,5
2015;Slovenia  ;3-4                                                                       ;55,8
2015;Slovenia  ;5-8                                                                       ;26,8
2015;Slovakia  ;0-2                                                                       ;14,6
2015;Slovakia  ;3-4                                                                       ;66,55
2015;Slovakia  ;5-8                                                                       ;18,9
2015;Finland   ;0-2                                                                       ;19,15
2015;Finland   ;3-4                                                                       ;45,25
2015;Finland   ;5-8                                                                       ;35,55
2015;Sweden    ;0-2                                                                       ;21,6
2015;Sweden    ;3-4                                                                       ;44,35
2015;Sweden    ;5-8                                                                       ;34,1
2015;Switzerlan;0-2                                                                       ;18,5
2015;Switzerlan;3-4                                                                       ;47,3
2015;Switzerlan;5-8                                                                       ;34,1
2016;Belgium   ;0-2                                                                       ;28,2
2016;Belgium   ;3-4                                                                       ;38,6
2016;Belgium   ;5-8                                                                       ;33,25
2016;Bulgaria  ;0-2                                                                       ;21,9
2016;Bulgaria  ;3-4                                                                       ;53,65
2016;Bulgaria  ;5-8                                                                       ;24,45
2016;Czechia   ;0-2                                                                       ;12,35
2016;Czechia   ;3-4                                                                       ;67,0
2016;Czechia   ;5-8                                                                       ;20,6
2016;Denmark   ;0-2                                                                       ;27,3
2016;Denmark   ;3-4                                                                       ;41,7
2016;Denmark   ;5-8                                                                       ;30,95
2016;Germany (u;0-2                                                                       ;19,85
2016;Germany (u;3-4                                                                       ;55,75
2016;Germany (u;5-8                                                                       ;24,45
2016;Estonia   ;0-2                                                                       ;16,7
2016;Estonia   ;3-4                                                                       ;49,3
2016;Estonia   ;5-8                                                                       ;34,0
2016;Ireland   ;0-2                                                                       ;23,0
2016;Ireland   ;3-4                                                                       ;37,55
2016;Ireland   ;5-8                                                                       ;39,4
2016;Greece    ;0-2                                                                       ;30,05
2016;Greece    ;3-4                                                                       ;43,5
2016;Greece    ;5-8                                                                       ;26,45
2016;Spain     ;0-2                                                                       ;42,6
2016;Spain     ;3-4                                                                       ;24,75
2016;Spain     ;5-8                                                                       ;32,7
2016;France    ;0-2                                                                       ;25,4
2016;France    ;3-4                                                                       ;43,65
2016;France    ;5-8                                                                       ;30,9
2016;Croatia   ;0-2                                                                       ;20,6
2016;Croatia   ;3-4                                                                       ;59,45
2016;Croatia   ;5-8                                                                       ;20,0
2016;Italy     ;0-2                                                                       ;41,6
2016;Italy     ;3-4                                                                       ;42,75
2016;Italy     ;5-8                                                                       ;15,65
2016;Cyprus    ;0-2                                                                       ;24,1
2016;Cyprus    ;3-4                                                                       ;38,5
2016;Cyprus    ;5-8                                                                       ;37,4
2016;Latvia    ;0-2                                                                       ;15,05
2016;Latvia    ;3-4                                                                       ;55,8
2016;Latvia    ;5-8                                                                       ;29,25
2016;Lithuania ;0-2                                                                       ;12,5
2016;Lithuania ;3-4                                                                       ;53,65
2016;Lithuania ;5-8                                                                       ;33,85
2016;Luxembourg;0-2                                                                       ;28,2
2016;Luxembourg;3-4                                                                       ;35,4
2016;Luxembourg;5-8                                                                       ;36,45
2016;Hungary   ;0-2                                                                       ;21,8
2016;Hungary   ;3-4                                                                       ;57,7
2016;Hungary   ;5-8                                                                       ;20,55
2016;Malta     ;0-2                                                                       ;47,8
2016;Malta     ;3-4                                                                       ;31,75
2016;Malta     ;5-8                                                                       ;20,4
2016;Netherland;0-2                                                                       ;27,95
2016;Netherland;3-4                                                                       ;41,05
2016;Netherland;5-8                                                                       ;31,0
2016;Austria   ;0-2                                                                       ;19,55
2016;Austria   ;3-4                                                                       ;51,45
2016;Austria   ;5-8                                                                       ;28,9
2016;Poland    ;0-2                                                                       ;14,6
2016;Poland    ;3-4                                                                       ;60,2
2016;Poland    ;5-8                                                                       ;25,2
2016;Portugal  ;0-2                                                                       ;53,0
2016;Portugal  ;3-4                                                                       ;25,65
2016;Portugal  ;5-8                                                                       ;21,3
2016;Romania   ;0-2                                                                       ;28,05
2016;Romania   ;3-4                                                                       ;56,85
2016;Romania   ;5-8                                                                       ;15,1
2016;Slovenia  ;0-2                                                                       ;17,25
2016;Slovenia  ;3-4                                                                       ;55,45
2016;Slovenia  ;5-8                                                                       ;27,3
2016;Slovakia  ;0-2                                                                       ;14,25
2016;Slovakia  ;3-4                                                                       ;66,0
2016;Slovakia  ;5-8                                                                       ;19,75
2016;Finland   ;0-2                                                                       ;18,55
2016;Finland   ;3-4                                                                       ;45,5
2016;Finland   ;5-8                                                                       ;35,95
2016;Sweden    ;0-2                                                                       ;21,1
2016;Sweden    ;3-4                                                                       ;43,55
2016;Sweden    ;5-8                                                                       ;35,45
2016;Switzerlan;0-2                                                                       ;18,25
2016;Switzerlan;3-4                                                                       ;46,35
2016;Switzerlan;5-8                                                                       ;35,45
2017;Belgium   ;0-2                                                                       ;27,2
2017;Belgium   ;3-4                                                                       ;37,15
2017;Belgium   ;5-8                                                                       ;35,65
2017;Bulgaria  ;0-2                                                                       ;21,35
2017;Bulgaria  ;3-4                                                                       ;54,05
2017;Bulgaria  ;5-8                                                                       ;24,6
2017;Czechia   ;0-2                                                                       ;12,15
2017;Czechia   ;3-4                                                                       ;66,45
2017;Czechia   ;5-8                                                                       ;21,45
2017;Denmark   ;0-2                                                                       ;26,65
2017;Denmark   ;3-4                                                                       ;41,15
2017;Denmark   ;5-8                                                                       ;32,15
2017;Germany (u;0-2                                                                       ;19,85
2017;Germany (u;3-4                                                                       ;55,5
2017;Germany (u;5-8                                                                       ;24,75
2017;Estonia   ;0-2                                                                       ;16,9
2017;Estonia   ;3-4                                                                       ;48,5
2017;Estonia   ;5-8                                                                       ;34,7
2017;Ireland   ;0-2                                                                       ;21,85
2017;Ireland   ;3-4                                                                       ;37,75
2017;Ireland   ;5-8                                                                       ;40,4
2017;Greece    ;0-2                                                                       ;29,3
2017;Greece    ;3-4                                                                       ;43,6
2017;Greece    ;5-8                                                                       ;27,15
2017;Spain     ;0-2                                                                       ;41,85
2017;Spain     ;3-4                                                                       ;24,95
2017;Spain     ;5-8                                                                       ;33,2
2017;France    ;0-2                                                                       ;25,2
2017;France    ;3-4                                                                       ;43,4
2017;France    ;5-8                                                                       ;31,35
2017;Croatia   ;0-2                                                                       ;19,9
2017;Croatia   ;3-4                                                                       ;59,55
2017;Croatia   ;5-8                                                                       ;20,55
2017;Italy     ;0-2                                                                       ;40,85
2017;Italy     ;3-4                                                                       ;42,6
2017;Italy     ;5-8                                                                       ;16,5
2017;Cyprus    ;0-2                                                                       ;22,9
2017;Cyprus    ;3-4                                                                       ;39,1
2017;Cyprus    ;5-8                                                                       ;37,95
2017;Latvia    ;0-2                                                                       ;15,35
2017;Latvia    ;3-4                                                                       ;54,9
2017;Latvia    ;5-8                                                                       ;29,75
2017;Lithuania ;0-2                                                                       ;12,1
2017;Lithuania ;3-4                                                                       ;53,3
2017;Lithuania ;5-8                                                                       ;34,6
2017;Luxembourg;0-2                                                                       ;30,5
2017;Luxembourg;3-4                                                                       ;35,4
2017;Luxembourg;5-8                                                                       ;34,1
2017;Hungary   ;0-2                                                                       ;21,05
2017;Hungary   ;3-4                                                                       ;58,1
2017;Hungary   ;5-8                                                                       ;20,85
2017;Malta     ;0-2                                                                       ;45,6
2017;Malta     ;3-4                                                                       ;32,35
2017;Malta     ;5-8                                                                       ;22,15
2017;Netherland;0-2                                                                       ;26,6
2017;Netherland;3-4                                                                       ;41,3
2017;Netherland;5-8                                                                       ;32,1
2017;Austria   ;0-2                                                                       ;19,3
2017;Austria   ;3-4                                                                       ;50,95
2017;Austria   ;5-8                                                                       ;29,7
2017;Poland    ;0-2                                                                       ;13,9
2017;Poland    ;3-4                                                                       ;59,8
2017;Poland    ;5-8                                                                       ;26,3
2017;Portugal  ;0-2                                                                       ;51,8
2017;Portugal  ;3-4                                                                       ;26,6
2017;Portugal  ;5-8                                                                       ;21,55
2017;Romania   ;0-2                                                                       ;26,95
2017;Romania   ;3-4                                                                       ;57,7
2017;Romania   ;5-8                                                                       ;15,35
2017;Slovenia  ;0-2                                                                       ;16,75
2017;Slovenia  ;3-4                                                                       ;54,45
2017;Slovenia  ;5-8                                                                       ;28,8
2017;Slovakia  ;0-2                                                                       ;14,75
2017;Slovakia  ;3-4                                                                       ;64,5
2017;Slovakia  ;5-8                                                                       ;20,75
2017;Finland   ;0-2                                                                       ;18,35
2017;Finland   ;3-4                                                                       ;45,15
2017;Finland   ;5-8                                                                       ;36,5
2017;Sweden    ;0-2                                                                       ;21,1
2017;Sweden    ;3-4                                                                       ;42,8
2017;Sweden    ;5-8                                                                       ;36,05
2017;Switzerlan;0-2                                                                       ;17,8
2017;Switzerlan;3-4                                                                       ;45,5
2017;Switzerlan;5-8                                                                       ;36,7
2018;Belgium   ;0-2                                                                       ;26,35
2018;Belgium   ;3-4                                                                       ;37,7
2018;Belgium   ;5-8                                                                       ;36,0
2018;Bulgaria  ;0-2                                                                       ;21,55
2018;Bulgaria  ;3-4                                                                       ;53,6
2018;Bulgaria  ;5-8                                                                       ;24,9
2018;Czechia   ;0-2                                                                       ;12,1
2018;Czechia   ;3-4                                                                       ;66,15
2018;Czechia   ;5-8                                                                       ;21,75
2018;Denmark   ;0-2                                                                       ;26,6
2018;Denmark   ;3-4                                                                       ;40,95
2018;Denmark   ;5-8                                                                       ;32,4
2018;Germany (u;0-2                                                                       ;19,65
2018;Germany (u;3-4                                                                       ;55,2
2018;Germany (u;5-8                                                                       ;25,15
2018;Estonia   ;0-2                                                                       ;16,8
2018;Estonia   ;3-4                                                                       ;47,35
2018;Estonia   ;5-8                                                                       ;35,85
2018;Ireland   ;0-2                                                                       ;21,5
2018;Ireland   ;3-4                                                                       ;38,05
2018;Ireland   ;5-8                                                                       ;40,45
2018;Greece    ;0-2                                                                       ;28,7
2018;Greece    ;3-4                                                                       ;43,65
2018;Greece    ;5-8                                                                       ;27,65
2018;Spain     ;0-2                                                                       ;40,85
2018;Spain     ;3-4                                                                       ;25,15
2018;Spain     ;5-8                                                                       ;34,0
2018;France    ;0-2                                                                       ;24,45
2018;France    ;3-4                                                                       ;42,85
2018;France    ;5-8                                                                       ;32,7
2018;Croatia   ;0-2                                                                       ;18,7
2018;Croatia   ;3-4                                                                       ;59,3
2018;Croatia   ;5-8                                                                       ;22,0
2018;Italy     ;0-2                                                                       ;40,3
2018;Italy     ;3-4                                                                       ;42,6
2018;Italy     ;5-8                                                                       ;17,1
2018;Cyprus    ;0-2                                                                       ;21,9
2018;Cyprus    ;3-4                                                                       ;38,8
2018;Cyprus    ;5-8                                                                       ;39,3
2018;Latvia    ;0-2                                                                       ;15,35
2018;Latvia    ;3-4                                                                       ;54,8
2018;Latvia    ;5-8                                                                       ;29,8
2018;Lithuania ;0-2                                                                       ;11,7
2018;Lithuania ;3-4                                                                       ;52,4
2018;Lithuania ;5-8                                                                       ;35,9
2018;Luxembourg;0-2                                                                       ;27,55
2018;Luxembourg;3-4                                                                       ;34,1
2018;Luxembourg;5-8                                                                       ;38,3
2018;Hungary   ;0-2                                                                       ;20,25
2018;Hungary   ;3-4                                                                       ;58,1
2018;Hungary   ;5-8                                                                       ;21,7
2018;Malta     ;0-2                                                                       ;42,9
2018;Malta     ;3-4                                                                       ;32,4
2018;Malta     ;5-8                                                                       ;24,65
2018;Netherland;0-2                                                                       ;26,05
2018;Netherland;3-4                                                                       ;40,95
2018;Netherland;5-8                                                                       ;33,05
2018;Austria   ;0-2                                                                       ;18,85
2018;Austria   ;3-4                                                                       ;51,05
2018;Austria   ;5-8                                                                       ;30,1
2018;Poland    ;0-2                                                                       ;13,45
2018;Poland    ;3-4                                                                       ;59,3
2018;Poland    ;5-8                                                                       ;27,25
2018;Portugal  ;0-2                                                                       ;50,0
2018;Portugal  ;3-4                                                                       ;27,6
2018;Portugal  ;5-8                                                                       ;22,35
2018;Romania   ;0-2                                                                       ;26,3
2018;Romania   ;3-4                                                                       ;58,2
2018;Romania   ;5-8                                                                       ;15,5
2018;Slovenia  ;0-2                                                                       ;16,45
2018;Slovenia  ;3-4                                                                       ;54,7
2018;Slovenia  ;5-8                                                                       ;28,9
2018;Slovakia  ;0-2                                                                       ;14,45
2018;Slovakia  ;3-4                                                                       ;63,55
2018;Slovakia  ;5-8                                                                       ;22,1
2018;Finland   ;0-2                                                                       ;17,65
2018;Finland   ;3-4                                                                       ;45,0
2018;Finland   ;5-8                                                                       ;37,35
2018;Sweden    ;0-2                                                                       ;20,95
2018;Sweden    ;3-4                                                                       ;41,85
2018;Sweden    ;5-8                                                                       ;37,2
2018;Switzerlan;0-2                                                                       ;17,25
2018;Switzerlan;3-4                                                                       ;45,05
2018;Switzerlan;5-8                                                                       ;37,7
2019;Belgium   ;0-2                                                                       ;25,85
2019;Belgium   ;3-4                                                                       ;38,1
2019;Belgium   ;5-8                                                                       ;36,05
